DOBEC	OBEC	OKRES	PSC	DPOSTA	POSTA	KOD_OKR	KRAJ	
Uzovský Šalgov	Uzovský Šalgov	Sabinov	082 61	Ražňany	Ražňany	708	PV	
Vaďovce	Vaďovce	Nové Mesto n.Váhom	916 13	Kostolné	Kostolné	304	TC	
Vagrinec	Vagrinec	Svidník	090 03	Ladomirová	Ladomirová	712	PV	
Váhovce	Váhovce	Galanta	925 62	Váhovce	Váhovce	202	TA	
Vajka nad Žitavou	Vajka nad Žitavou	Nitra	951 88	Lúčnica nad Žitavou	Lúčnica nad Žitavou	403	NI	
Vajkovce	Vajkovce	Košice-okolie	044 43	Budimír	Budimír	806	KI	
Vajsková	Vajsková	Brezno	976 98	Lopej	Lopej	603	BC	
Valaliky	Valaliky	Košice-okolie	044 13	Valaliky	Valaliky	806	KI	
Valaská	Valaská	Brezno			Pozri zoz.ulíc s PSČ	603	BC	
Valaská Belá	Valaská Belá	Prievidza	972 28	Valaská Belá	Valaská Belá	307	TC	
Valaská Dubová	Valaská Dubová	Ružomberok	034 96	Valaská Dubová	Valaská Dubová	508	ZI	
Valaškovce	Valaškovce	Humenné	066 01	Humenné 1	Humenné 1	702	PV	
Valča	Valča	Martin	038 35	Valča	Valča	506	ZI	
Valentová	Valentová	Martin	038 43	Kláštor pod Znievom	Kláštor pod Znievom	506	ZI	
Valentová	Valentová	Banská Bystrica	976 02	Staré Hory	Staré Hory	601	BC	
Valentovce	Valentovce	Medzilaborce	067 01	Radvaň nad Laborcom	Radvaň nad Laborcom	705	PV	
Valice	Valice	Rimavská Sobota	982 52	Nižná Kaloša	Nižná Kaloša	609	BC	
Valkovce	Valkovce	Svidník	090 42	Okruhlé	Okruhlé	712	PV	
Vaľkovňa	Vaľkovňa	Brezno	976 69	Pohorelá	Pohorelá	603	BC	
Vaľkovo	Vaľkovo	Poltár	985 03	České Brezovo	České Brezovo	607	BC	
Vaniškovce	Vaniškovce	Bardejov	086 41	Raslavice	Raslavice	701	PV	
Vaňovka	Vaňovka	Námestovo	029 52	Hruštín	Hruštín	507	ZI	
Vápeník	Vápeník	Svidník	090 02	Kružlová	Kružlová	712	PV	
Varadka	Varadka	Bardejov	086 36	Nižná Polianka	Nižná Polianka	701	PV	
Varechovce	Varechovce	Stropkov	090 23	Havaj	Havaj	711	PV	
Varhaňovce	Varhaňovce	Prešov	082 05	Šarišské Bohdanovce	Šarišské Bohdanovce	707	PV	
Varín	Varín	Žilina	013 03	Varín	Varín	511	ZI	
Varov Šúr	Varov Šúr	Trnava	919 25	Šúrovce	Šúrovce	207	TA	
Vasiľov	Vasiľov	Námestovo	029 51	Lokca	Lokca	507	ZI	
Vavrečka	Vavrečka	Námestovo	029 01	Námestovo 1	Námestovo 1	507	ZI	
Vavrinec	Vavrinec	Vranov nad Topľou	094 31	Hanušovce nad Topľou	Hanušovce nad Topľou	713	PV	
Vavrišovo	Vavrišovo	Liptovský Mikuláš	032 42	Pribylina	Pribylina	505	ZI	
Važec	Važec	Liptovský Mikuláš	032 61	Važec	Važec	505	ZI	
Včeláre	Včeláre	Košice-okolie	044 02	Turňa nad Bodvou	Turňa nad Bodvou	806	KI	
Včelince	Včelince	Rimavská Sobota	980 50	Včelince	Včelince	609	BC	
Včelinec	Včelinec	Rimavská Sobota	979 01	Rimavská Sobota 1	Rimavská Sobota 1	609	BC	
Véč	Véč	Trebišov	076 35	Somotor	Somotor	811	KI	
Večelkov	Večelkov	Rimavská Sobota	980 34	Nová Bašta	Nová Bašta	609	BC	
Vechec	Vechec	Vranov nad Topľou	094 12	Vechec	Vechec	713	PV	
Vék	Vék	Komárno	947 01	Hurbanovo 1	Hurbanovo 1	401	NI	
Veľaty	Veľaty	Trebišov	076 15	Veľaty	Veľaty	811	KI	
Velčice	Velčice	Trenčín	913 04	Chocholná-Velčice	Chocholná-Velčice	309	TC	
Velčice	Velčice	Zlaté Moravce	951 71	Sľažany	Sľažany	407	NI	
Veličná	Veličná	Dolný Kubín	027 54	Veličná	Veličná	503	ZI	
Veľká	Veľká	Poprad	058 01	Poprad 1	Poprad 1	706	PV	
Veľká Bara	Veľká Bara	Trebišov	076 32	Borša	Borša	811	KI	
Veľká Budafa	Veľká Budafa	Dunajská Streda	930 34	Holice na Ostrove	Holice na Ostrove	201	TA	
Veľká Bytča	Veľká Bytča	Bytča	014 01	Bytča 1	Bytča 1	501	ZI	
Veľká Čalomija	Veľká Čalomija	Veľký Krtíš	991 09	Veľká Čalomija	Veľká Čalomija	610	BC	
Veľká Čausa	Veľká Čausa	Prievidza	971 01	Prievidza 1	Prievidza 1	307	TC	
Veľká Čierna	Veľká Čierna	Žilina	015 01	Rajec nad Rajčiankou	Rajec nad Rajčiankou	511	ZI	
Veľká Dolina	Veľká Dolina	Nitra	951 15	Mojmírovce	Mojmírovce	403	NI	
Veľká Dolina	Veľká Dolina	Lučenec	985 53	Mýtna	Mýtna	606	BC	
Veľká Franková	Veľká Franková	Kežmarok	059 78	Veľká Franková	Veľká Franková	703	PV	
Veľká Gúta	Veľká Gúta	Komárno	946 03	Kolárovo	Kolárovo	401	NI	
Veľká Hradná	Veľká Hradná	Trenčín	913 24	Svinná	Svinná	309	TC	
Veľká Ida	Veľká Ida	Košice-okolie	044 55	Veľká Ida	Veľká Ida	806	KI	
Veľká Lehota	Veľká Lehota	Prievidza	972 42	Lehota pod Vtáčnikom	Lehota pod Vtáčnikom	307	TC	
Veľká Lehota	Veľká Lehota	Žarnovica	966 41	Veľká Lehota pri Novej Bani	V.Lehota pri N.Bani	612	BC	
Veľká Lesná	Veľká Lesná	Stará Ľubovňa	065 34	Veľká Lesná	Veľká Lesná	710	PV	
Veľká Lodina	Veľká Lodina	Košice-okolie	044 81	Kysak	Kysak	806	KI	
Veľká Lomnica	Veľká Lomnica	Kežmarok	059 52	Veľká Lomnica	Veľká Lomnica	703	PV	
Veľká Lúč	Veľká Lúč	Dunajská Streda	930 03	Kráľovičove Kračany	Kráľovičove Kračany	201	TA	
Veľká Lúka	Veľká Lúka	Zvolen	962 31	Sliač	Sliač	611	BC	
Veľká Mača	Veľká Mača	Galanta	925 32	Veľká Mača	Veľká Mača	202	TA	
Veľká Maňa	Veľká Maňa	Nové Zámky	941 45	Maňa	Maňa	404	NI	
Veľká nad Ipľom	Veľká nad Ipľom	Lučenec	985 32	Veľká nad Ipľom	Veľká nad Ipľom	606	BC	
Veľká Paka	Veľká Paka	Dunajská Streda	930 51	Veľká Paka	Veľká Paka	201	TA	
Veľká Suchá	Veľká Suchá	Poltár	980 13	Hrnčiarska Ves	Hrnčiarska Ves	607	BC	
Veľká Tŕňa	Veľká Tŕňa	Trebišov	076 82	Veľká Tŕňa	Veľká Tŕňa	811	KI	
Veľká Ves	Veľká Ves	Nitra	951 13	Branč	Branč	403	NI	
Veľká Ves	Veľká Ves	Poltár	985 01	Kalinovo	Kalinovo	607	BC	
Veľká Ves nad Ipľom	Veľká Ves nad Ipľom	Veľký Krtíš	991 10	Veľká Ves nad Ipľom	Veľká Ves nad Ipľom	610	BC	
Veľké Bedzany	Veľké Bedzany	Topoľčany	955 01	Topoľčany 1	Topoľčany 1	406	NI	
Veľké Bielice	Veľké Bielice	Partizánske	958 04	Partizánske 1	Partizánske 1	305	TC	
Veľké Bierovce	Veľké Bierovce	Trenčín	913 11	Trenčianske Stankovce	Trenč.Stankovce	309	TC	
Veľké Blahovo	Veľké Blahovo	Dunajská Streda	930 01	Veľké Blahovo	Veľké Blahovo	201	TA	
Veľké Borové	Veľké Borové	Liptovský Mikuláš	027 32	Zuberec	Zuberec	505	ZI	
Veľké Dálovce	Veľké Dálovce	Lučenec	985 32	Veľká nad Ipľom	Veľká nad Ipľom	606	BC	
Veľké Dravce	Veľké Dravce	Lučenec	985 42	Veľké Dravce	Veľké Dravce	606	BC	
Veľké Držkovce	Veľké Držkovce	Bánovce nad Bebravou	956 54	Veľké Držkovce	Veľké Držkovce	301	TC	
Veľké Dvorany	Veľké Dvorany	Topoľčany	956 01	Bojná	Bojná	406	NI	
Veľké Dvorníky	Veľké Dvorníky	Dunajská Streda	929 01	Dunajská Streda 1	Dunajská Streda 1	201	TA	
Veľké Hoste	Veľké Hoste	Bánovce nad Bebravou	956 38	Šišov	Šišov	301	TC	
Veľké Chlievany	Veľké Chlievany	Bánovce nad Bebravou	956 55	Veľké Chlievany	Veľké Chlievany	301	TC	
Veľké Chyndice	Veľké Chyndice	Nitra	951 54	Malé Chyndice	Malé Chyndice	403	NI	
Veľké Kapušany	Veľké Kapušany	Michalovce	079 01	Veľké Kapušany	Veľké Kapušany	807	KI	
Veľké Kosihy	Veľké Kosihy	Komárno	946 21	Veľké Kosihy	Veľké Kosihy	401	NI	
Veľké Kostoľany	Veľké Kostoľany	Piešťany	922 07	Veľké Kostoľany	Veľké Kostoľany	204	TA	
Veľké Košecké Podhradie	Veľké Košecké Podhra	Ilava	018 31	Košecké Podhradie	Košecké Podhradie	302	TC	
Veľké Kozmálovce	Veľké Kozmálovce	Levice	935 21	Tlmače 1	Tlmače 1	402	NI	
Veľké Krškany	Veľké Krškany	Levice	934 01	Levice 1	Levice 1	402	NI	
Veľké Kršteňany	Veľké Kršteňany	Partizánske	958 03	Partizánske 1	Partizánske 1	305	TC	
Veľké Leváre	Veľké Leváre	Malacky	908 73	Veľké Leváre	Veľké Leváre	106	BL	
Veľké Lovce	Veľké Lovce	Nové Zámky	941 42	Veľké Lovce	Veľké Lovce	404	NI	
Veľké Ludince	Veľké Ludince	Levice	935 65	Veľké Ludince	Veľké Ludince	402	NI	
Veľké Orvište	Veľké Orvište	Piešťany	922 01	Ostrov pri Piešťanoch	Ostrov pri Piešťan.	204	TA	
Veľké Ostratice	Veľké Ostratice	Partizánske	956 34	Ostratice	Ostratice	305	TC	
Veľké Ozorovce	Veľké Ozorovce	Trebišov	078 01	Sečovce	Sečovce	811	KI	
Veľké Pole	Veľké Pole	Žarnovica	966 74	Veľké Pole	Veľké Pole	612	BC	
Veľké Raškovce	Veľké Raškovce	Michalovce	076 75	Oborín	Oborín	807	KI	
Veľké Revištia	Veľké Revištia	Sobrance	072 43	Veľké Revištia	Veľké Revištia	809	KI	
Veľké Ripňany	Veľké Ripňany	Topoľčany	956 07	Veľké Ripňany	Veľké Ripňany	406	NI	
Veľké Rovné	Veľké Rovné	Bytča	013 62	Veľké Rovné	Veľké Rovné	501	ZI	
Veľké Slemence	Veľké Slemence	Michalovce	076 77	Ruská	Ruská	807	KI	
Veľké Stankovce	Veľké Stankovce	Trenčín	913 11	Trenčianske Stankovce	Trenč.Stankovce	309	TC	
Veľké Straciny	Veľké Straciny	Veľký Krtíš	990 01	Veľký Krtíš	Veľký Krtíš	610	BC	
Veľké Teriakovce	Veľké Teriakovce	Rimavská Sobota	980 51	Veľké Teriakovce	Veľké Teriakovce	609	BC	
Veľké Trakany	Veľké Trakany	Trebišov	076 42	Veľké Trakany	Veľké Trakany	811	KI	
Veľké Turovce	Veľké Turovce	Levice	935 81	Horné Turovce	Horné Turovce	402	NI	
Veľké Uherce	Veľké Uherce	Partizánske	958 41	Veľké Uherce	Veľké Uherce	305	TC	
Veľké Úľany	Veľké Úľany	Galanta	925 22	Veľké Úľany	Veľké Úľany	202	TA	
Veľké Vozokany	Veľké Vozokany	Zlaté Moravce	951 82	Malé Vozokany	Malé Vozokany	407	NI	
Veľké Zalužice	Veľké Zalužice	Michalovce	072 34	Zalužice	Zalužice	807	KI	
Veľké Zálužie	Veľké Zálužie	Nitra	951 35	Veľké Zálužie	Veľké Zálužie	403	NI	
Veľké Zlievce	Veľké Zlievce	Veľký Krtíš	991 23	Veľké Zlievce	Veľké Zlievce	610	BC	
Veľkrop	Veľkrop	Stropkov	091 01	Stropkov	Stropkov	711	PV	
Veľký Báb	Veľký Báb	Nitra	951 34	Báb	Báb	403	NI	
Veľký Biel	Veľký Biel	Senec	900 24	Veľký Biel	Veľký Biel	108	BL	
Veľký Blh	Veľký Blh	Rimavská Sobota	980 22	Veľký Blh	Veľký Blh	609	BC	
Veľký Bysterec	Veľký Bysterec	Dolný Kubín	026 01	Dolný Kubín 1	Dolný Kubín 1	503	ZI	
Veľký Cetín	Veľký Cetín	Nitra	951 05	Veľký Cetín	Veľký Cetín	403	NI	
Veľký Čepčín	Veľký Čepčín	Turčianske Teplice	038 45	Malý Čepčín	Malý Čepčín	509	ZI	
Veľký Ďur	Veľký Ďur	Levice	935 34	Veľký Ďur	Veľký Ďur	402	NI	
Veľký Dvor	Veľký Dvor	Levice	937 01	Želiezovce	Želiezovce	402	NI	
Veľký Folkmar	Veľký Folkmar	Gelnica	055 51	Veľký Folkmar	Veľký Folkmar	801	KI	
Veľký Grob	Veľký Grob	Galanta	925 27	Veľký Grob	Veľký Grob	202	TA	
Veľký Harčáš	Veľký Harčáš	Komárno	945 01	Komárno 1	Komárno 1	401	NI	
Veľký Horeš	Veľký Horeš	Trebišov	076 52	Veľký Horeš	Veľký Horeš	811	KI	
Veľký Kamenec	Veľký Kamenec	Trebišov	076 36	Veľký Kamenec	Veľký Kamenec	811	KI	
Veľký Klíž	Veľký Klíž	Partizánske	958 45	Veľký Klíž	Veľký Klíž	305	TC	
Veľký Kolačín	Veľký Kolačín	Ilava	018 51	Nová Dubnica	Nová Dubnica	302	TC	
Veľký Krtíš	Veľký Krtíš	Veľký Krtíš	990 01	Veľký Krtíš	Veľký Krtíš	610	BC	
Veľký Kýr	Veľký Kýr	Nové Zámky	941 07	Veľký Kýr	Veľký Kýr	404	NI	
Veľký Lapáš	Veľký Lapáš	Nitra	951 04	Veľký Lapáš	Veľký Lapáš	403	NI	
Veľký Lég	Veľký Lég	Dunajská Streda	930 37	Lehnice	Lehnice	201	TA	
Veľký Lél	Veľký Lél	Komárno	946 12	Zlatná na Ostrove	Zlatná na Ostrove	401	NI	
Veľký Lipník	Veľký Lipník	Stará Ľubovňa	065 33	Veľký Lipník	Veľký Lipník	710	PV	
Veľký Lom	Veľký Lom	Veľký Krtíš	991 03	Pôtor	Pôtor	610	BC	
Veľký Meder	Veľký Meder	Dunajská Streda	932 01	Veľký Meder	Veľký Meder	201	TA	
Veľký Ostrov	Veľký Ostrov	Komárno	946 03	Kolárovo	Kolárovo	401	NI	
Veľký Pesek	Veľký Pesek	Levice	937 01	Želiezovce	Želiezovce	402	NI	
Veľký Ruskov	Veľký Ruskov	Trebišov	075 01	Trebišov 1	Trebišov 1	811	KI	
Veľký Slavkov	Veľký Slavkov	Poprad	059 91	Veľký Slavkov	Veľký Slavkov	706	PV	
Veľký Slivník	Veľký Slivník	Prešov	082 67	Terňa	Terňa	707	PV	
Veľký Šariš	Veľký Šariš	Prešov	082 21	Veľký Šariš	Veľký Šariš	707	PV	
Veľopolie	Veľopolie	Humenné	067 31	Udavské	Udavské	702	PV	
Velušovce	Velušovce	Topoľčany	955 01	Topoľčany 1	Topoľčany 1	406	NI	
Vernár	Vernár	Poprad	059 17	Vernár	Vernár	706	PV	
Veselá	Veselá	Levice	935 52	Šarovce	Šarovce	402	NI	
Veselé	Veselé	Piešťany	922 08	Veselé pri Piešťanoch	Veselé pri Piešťan.	204	TA	
Veterná Poruba	Veterná Poruba	Liptovský Mikuláš	031 04	Liptovský Mikuláš 4	Liptovský Mikuláš 4	505	ZI	
Vidiná	Vidiná	Lučenec	985 59	Vidiná	Vidiná	606	BC	
Vidov Vrch	Vidov Vrch	Zvolen	962 63	Pliešovce 1	Pliešovce 1	611	BC	
Vidová	Vidová	Rožňava	049 11	Plešivec	Plešivec	808	KI	
Vidovany	Vidovany	Skalica	908 62	Dubovce pri Skalici	Dubovce pri Skalici	206	TA	
Vieska	Vieska	Prievidza	972 45	Bystričany	Bystričany	307	TC	
Vieska	Vieska	Veľký Krtíš	991 02	Dolná Strehová	Dolná Strehová	610	BC	
Vieska	Vieska	Dunajská Streda	930 02	Orechová Potôň	Orechová Potôň	201	TA	
Vieska	Vieska	Nové Mesto n.Váhom	916 26	Považany	Považany	304	TC	
Vieska	Vieska	Skalica	908 63	Radošovce	Radošovce	206	TA	
Vieska	Vieska	Žiar nad Hronom	965 01	Žiar nad Hronom 1	Žiar nad Hronom 1	613	BC	
Vieska - Bezdedov	Vieska - Bezdedov	Púchov	020 01	Púchov 1	Púchov 1	308	TC	
Vieska nad Blhom	Vieska nad Blhom	Rimavská Sobota	980 21	Bátka	Bátka	609	BC	
Vieska nad Žitavou	Vieska nad Žitavou	Zlaté Moravce	951 52	Slepčany	Slepčany	407	NI	
Vígľaš	Vígľaš	Detva	962 02	Vígľaš	Vígľaš	604	BC	
Vígľašská Huta	Vígľašská Huta	Detva	962 25	Slatinské Lazy	Slatinské Lazy	604	BC	
Vikartovce	Vikartovce	Poprad	059 19	Vikartovce	Vikartovce	706	PV	
Vinica	Vinica	Veľký Krtíš	991 28	Vinica	Vinica	610	BC	
Vinice	Vinice	Rimavská Sobota	979 01	Rimavská Sobota 1	Rimavská Sobota 1	609	BC	
Viničky	Viničky	Trebišov	076 31	Streda nad Bodrogom	Streda nad Bodrogom	811	KI	
Viničné	Viničné	Pezinok	900 23	Viničné pri Pezinku	Viničné pri Pezinku	107	BL	
Vinné	Vinné	Michalovce	072 31	Vinné	Vinné	807	KI	
Vinodol	Vinodol	Nitra	951 06	Vinodol	Vinodol	403	NI	
Vinohrádok	Vinohrádok	Malacky	901 01	Malacky	Malacky	106	BL	
Vinohrady nad Váhom	Vinohrady nad Váhom	Galanta	925 55	Vinohrady nad Váhom	Vinohrady nad Váhom	202	TA	
Vinosady	Vinosady	Pezinok	902 01	Pezinok 1	Pezinok 1	107	BL	
Violín	Violín	Komárno	946 02	Čalovec	Čalovec	401	NI	
Virt	Virt	Komárno	946 38	Radvaň nad Dunajom	Radvaň nad Dunajom	401	NI	
Vislanka	Vislanka	Stará Ľubovňa	065 41	Ľubotín	Ľubotín	710	PV	
Vislava	Vislava	Stropkov	090 21	Chotča	Chotča	711	PV	
Visolaje	Visolaje	Púchov	018 61	Beluša	Beluša	308	TC	
Višňov	Višňov	Trebišov	076 61	Bačkov	Bačkov	811	KI	
Višňové	Višňové	Revúca	982 62	Gemerská Ves	Gemerská Ves	608	BC	
Višňové	Višňové	Nové Mesto n.Váhom	916 16	Krajné	Krajné	304	TC	
Višňové	Višňové	Bytča	013 55	Štiavnik	Štiavnik	501	ZI	
Višňové	Višňové	Žilina	013 23	Višňové pri Žiline	Višňové pri Žiline	511	ZI	
Vištuk	Vištuk	Pezinok	900 85	Vištuk	Vištuk	107	BL	
Vitálišovce	Vitálišovce	Liptovský Mikuláš	031 04	Liptovský Mikuláš 4	Liptovský Mikuláš 4	505	ZI	
Vitanová	Vitanová	Tvrdošín	027 12	Liesek	Liesek	510	ZI	
Víťaz	Víťaz	Prešov	082 38	Víťaz	Víťaz	707	PV	
Víťazovce	Víťazovce	Humenné	067 24	Lukačovce pri Humennom	Lukačovce pri Humen.	702	PV	
Vítkovce	Vítkovce	Spišská Nová Ves	053 63	Spišský Hrušov	Spišský Hrušov	810	KI	
Vlača	Vlača	Vranov nad Topľou	094 31	Hanušovce nad Topľou	Hanušovce nad Topľou	713	PV	
Vladiča	Vladiča	Stropkov	090 23	Havaj	Havaj	711	PV	
Vlachovo	Vlachovo	Rožňava	049 24	Vlachovo	Vlachovo	808	KI	
Vlachy	Vlachy	Liptovský Mikuláš	032 13	Vlašky	Vlašky	505	ZI	
Vlašky	Vlašky	Liptovský Mikuláš	032 13	Vlašky	Vlašky	505	ZI	
Vlčany	Vlčany	Šaľa	925 84	Vlčany	Vlčany	405	NI	
Vlčí Vrch	Vlčí Vrch	Trenčín	913 33	Horná Súča	Horná Súča	309	TC	
Vlčkovany	Vlčkovany	Skalica	908 62	Dubovce pri Skalici	Dubovce pri Skalici	206	TA	
Vlčkovce	Vlčkovce	Trnava	919 23	Vlčkovce	Vlčkovce	207	TA	
Vlčkovo	Vlčkovo	Bánovce nad Bebravou	957 03	Bánovce nad Bebravou 1	Bánovce nad Beb. 1	301	TC	
Vlčovo	Vlčovo	Poltár	985 26	Málinec	Málinec	607	BC	
Vlkanová	Vlkanová	Banská Bystrica	976 31	Vlkanová	Vlkanová	601	BC	
Vlkanovo	Vlkanovo	Komárno	946 54	Bajč	Bajč	401	NI	
Vlkas	Vlkas	Nové Zámky	941 44	Hul	Hul	404	NI	
Vlkolínec	Vlkolínec	Ružomberok	034 03	Ružomberok 3	Ružomberok 3	508	ZI	
Vlkov	Vlkov	Považská Bystrica	018 03	Horná Mariková	Horná Mariková	306	TC	
Vlková	Vlková	Kežmarok	059 72	Vrbov	Vrbov	703	PV	
Vlkovce	Vlkovce	Kežmarok	059 71	Ľubica	Ľubica	703	PV	
Vlky	Vlky	Senec	900 44	Tomášov	Tomášov	108	BL	
Vlkyňa	Vlkyňa	Rimavská Sobota	980 44	Lenartovce	Lenartovce	609	BC	
Voderady	Voderady	Trnava	919 42	Voderady pri Trnave	Voderady pri Trnave	207	TA	
Vojany	Vojany	Michalovce	076 72	Vojany	Vojany	807	KI	
Vojčice	Vojčice	Trebišov	076 22	Vojčice	Vojčice	811	KI	
Vojka	Vojka	Trebišov	076 83	Svätuše	Svätuše	811	KI	
Vojka nad Dunajom	Vojka nad Dunajom	Dunajská Streda	930 31	Vojka nad Dunajom	Vojka nad Dunajom	201	TA	
Vojkovce	Vojkovce	Spišská Nová Ves	053 61	Spišské Vlachy	Spišské Vlachy	810	KI	
Vojňany	Vojňany	Kežmarok	059 02	Slovenská Ves	Slovenská Ves	703	PV	
Vojnatina	Vojnatina	Sobrance	072 61	Porúbka pri Sobranciach	Porúbka pri Sobran.	809	KI	
Vojtechovce	Vojtechovce	Dunajská Streda	930 38	Nový Život	Nový Život	201	TA	
Vojtovce	Vojtovce	Stropkov	091 01	Stropkov	Stropkov	711	PV	
Vojty	Vojty	Čadca	022 01	Čadca 1	Čadca 1	502	ZI	
Voľa	Voľa	Michalovce	072 21	Nacina Ves	Nacina Ves	807	KI	
Volica	Volica	Medzilaborce	067 01	Radvaň nad Laborcom	Radvaň nad Laborcom	705	PV	
Volkovce	Volkovce	Zlaté Moravce	951 87	Volkovce	Volkovce	407	NI	
Voznica	Voznica	Žarnovica	966 81	Žarnovica	Žarnovica	612	BC	
Vozokany	Vozokany	Topoľčany	956 05	Radošina	Radošina	406	NI	
Vozokany	Vozokany	Galanta	925 05	Vozokany pri Galante	Vozokany pri Galante	202	TA	
Vozokany nad Hronom	Vozokany nad Hronom	Levice	935 61	Hronovce	Hronovce	402	NI	
Vráble	Vráble	Nitra	952 01	Vráble	Vráble	403	NI	
Vrádište	Vrádište	Skalica	908 49	Vrádište	Vrádište	206	TA	
Vrakúň	Vrakúň	Dunajská Streda	930 25	Vrakúň	Vrakúň	201	TA	
Vranie	Vranie	Žilina	010 14	Žilina 14	Žilina 14	511	ZI	
Vranov	Vranov	Vranov nad Topľou	093 01	Vranov nad Topľou 1	Vranov nad Topľou 1	713	PV	
Vranov nad Topľou	Vranov nad Topľou	Vranov nad Topľou			Pozri zoz.ulíc s PSČ	713	PV	
Vrbany	Vrbany	Prievidza	972 24	Diviacka Nová Ves	Diviacka Nová Ves	307	TC	
Vrbina	Vrbina	Dunajská Streda	930 08	Čiližská Radvaň	Čiližská Radvaň	201	TA	
Vrbnica	Vrbnica	Michalovce	072 16	Hatalov	Hatalov	807	KI	
Vrbov	Vrbov	Kežmarok	059 72	Vrbov	Vrbov	703	PV	
Vrbová nad Váhom	Vrbová nad Váhom	Komárno	945 01	Komárno 1	Komárno 1	401	NI	
Vrbovce	Vrbovce	Myjava	906 06	Vrbovce	Vrbovce	303	TC	
Vrbovce nad Rimavou	Vrbovce nad Rimavou	Rimavská Sobota	980 52	Hrachovo	Hrachovo	609	BC	
Vrbové	Vrbové	Piešťany	922 03	Vrbové	Vrbové	204	TA	
Vŕbovec	Vŕbovec	Michalovce	071 01	Michalovce 1	Michalovce 1	807	KI	
Vrbovka	Vrbovka	Veľký Krtíš	991 06	Želovce	Želovce	610	BC	
Vrchdobroč	Vrchdobroč	Detva	962 05	Hriňová	Hriňová	604	BC	
Vrchpredmier	Vrchpredmier	Čadca	023 22	Klokočov pri Čadci	Klokočov pri Čadci	502	ZI	
Vrchrieka	Vrchrieka	Čadca	023 55	Vysoká nad Kysucou	Vysoká nad Kysucou	502	ZI	
Vrchslatina	Vrchslatina	Brezno	976 53	Lom nad Rimavicou	Lom nad Rimavicou	603	BC	
Vrchteplá	Vrchteplá	Považská Bystrica	017 05	Považská Bystrica 5	Považská Bystrica 5	306	TC	
Vrícko	Vrícko	Martin	038 31	Vrícko	Vrícko	506	ZI	
Vršatské Podhradie	Vršatské Podhradie	Ilava	018 52	Pruské	Pruské	302	TC	
Vrtižer	Vrtižer	Považská Bystrica	017 05	Považská Bystrica 5	Považská Bystrica 5	306	TC	
Vrútky	Vrútky	Martin	038 61	Vrútky	Vrútky	506	ZI	
Všechsvätých	Všechsvätých	Košice-okolie	044 13	Valaliky	Valaliky	806	KI	
Vtáčkovce	Vtáčkovce	Košice-okolie	044 47	Kecerovce	Kecerovce	806	KI	
Výborná	Výborná	Kežmarok	059 02	Slovenská Ves	Slovenská Ves	703	PV	
Vybúchanec	Vybúchanec	Michalovce	071 01	Michalovce 1	Michalovce 1	807	KI	
Výčapky	Výčapky	Nitra	951 25	Hruboňovo pri Nitre	Hruboňovo pri Nitre	403	NI	
Výčapy - Opatovce	Výčapy - Opatovce	Nitra	951 44	Výčapy-Opatovce	Výčapy-Opatovce	403	NI	
Vydraň	Vydraň	Medzilaborce	068 01	Medzilaborce	Medzilaborce	705	PV	
Vydrany	Vydrany	Dunajská Streda	930 16	Vydrany	Vydrany	201	TA	
Vydrná	Vydrná	Púchov	020 53	Lúky	Lúky	308	TC	
Vydrník	Vydrník	Poprad	059 14	Spišský Štiavnik	Spišský Štiavnik	706	PV	
Vydrovo	Vydrovo	Brezno	976 52	Čierny Balog	Čierny Balog	603	BC	
Vydumanec	Vydumanec	Prešov	080 01	Prešov 1	Prešov 1	707	PV	
Vyhne	Vyhne	Žiar nad Hronom	966 02	Vyhne	Vyhne	613	BC	
Východná	Východná	Liptovský Mikuláš	032 32	Východná	Východná	505	ZI	
Vychylovka	Vychylovka	Čadca	023 05	Nová Bystrica pri Čadci	Nová Bystrica pri Č.	502	ZI	
Výrava	Výrava	Medzilaborce	067 16	Výrava	Výrava	705	PV	
Vysielač	Vysielač	Prešov	080 01	Prešov 1	Prešov 1	707	PV	
Vysocký Dvor	Vysocký Dvor	Michalovce	072 14	Pavlovce nad Uhom	Pavlovce nad Uhom	807	KI	
Vysočany	Vysočany	Bánovce nad Bebravou	956 35	Nedašovce pri Topoľčanoch	Nedašovce pri Top.	301	TC	
Vysoká	Vysoká	Banská Štiavnica	969 01	Banská Štiavnica 1	Banská Štiavnica 1	602	BC	
Vysoká	Vysoká	Sabinov	082 74	Brezovica nad Torysou	Brezovica nad Torys.	708	PV	
Vysoká nad Kysucou	Vysoká nad Kysucou	Čadca	023 55	Vysoká nad Kysucou	Vysoká nad Kysucou	502	ZI	
Vysoká nad Uhom	Vysoká nad Uhom	Michalovce	072 14	Pavlovce nad Uhom	Pavlovce nad Uhom	807	KI	
Vysoká pri Morave	Vysoká pri Morave	Malacky	900 66	Vysoká pri Morave	Vysoká pri Morave	106	BL	
Vysoké Tatry	Vysoké Tatry	Poprad	062 01	Starý Smokovec	Starý Smokovec	706	PV	
Vyšehradné	Vyšehradné	Prievidza	972 13	Nitrianske Pravno	Nitrianske Pravno	307	TC	
Vyškovce	Vyškovce	Stropkov	090 21	Chotča	Chotča	711	PV	
Vyškovce nad Ipľom	Vyškovce nad Ipľom	Levice	935 77	Vyškovce nad Ipľom	Vyškovce nad Ipľom	402	NI	
